Date,Invoice No,Product Name,Category,Batch No,Expiry Date,Quantity,Unit Price,Total Sales,Distributor,City,Branch,Sales Rep,Payment Status
2025-01-28 00:00:00,INV-6671,Paracetamol 500mg,Syrup,B-32,2025-07-29,31,6.95,215.45000000000002,Medico Supplies,Ahmedabad,Branch B,Amit,Pending
2025-03-25 00:00:00,INV-4442,Azithromycin 250mg,Capsule,B-25,2025-05-14,85,97.67,8301.95,Medico Supplies,Vadodara,Branch A,Priya,Pending
2025-02-03 00:00:00,INV-1099,Paracetamol 500mg,Capsule,B-42,2025-03-11,282,21.53,6071.46,Medico Supplies,Vadodara,Branch A,Priya,Paid
2025-02-18 00:00:00,INV-1435,Vitamin D Capsules,Syrup,B-35,2025-11-19,599,46.34,27757.660000000003,Medico Supplies,Ahmedabad,Branch A,Neha,Paid
2025-05-25 00:00:00,INV-2842,Cough Syrup,Capsule,B-3,2025-07-24,382,66.0,25212.0,Medico Supplies,Vadodara,Branch A,Raj,Pending
2025-03-19 00:00:00,INV-9772,Paracetamol 500mg,Tablet,B-16,2025-01-26,986,10.11,9968.46,Care Distributors,Ahmedabad,Branch A,Neha,
2025-01-28 00:00:00,INV-1131,Vitamin D Capsules,Syrup,B-9,2025-06-04,752,42.77,32163.04,Care Distributors,Ahmedabad,Branch A,Priya,
2025-09-10 00:00:00,INV-5807,Vitamin D Capsules,Tablet,B-19,2025-01-21,135,81.68,11026.800000000001,Medico Supplies,Vadodara,Branch B,Amit,Paid
2025-12-23 00:00:00,INV-8185,Vitamin D Capsules,Capsule,B-22,2025-06-01,220,77.32,17010.399999999998,ABC Pharma,Vadodara,Branch A,Amit,Partial
2025-04-23 00:00:00,INV-1310,Cough Syrup,Syrup,B-36,2025-06-26,865,43.24,37402.6,Medico Supplies,Ahmedabad,Branch A,Raj,Paid
,INV-1036,Ibuprofen 400mg,Tablet,B-48,2025-04-05,31,9.84,305.04,HealthPlus,Ahmedabad,Branch A,Priya,Pending
2025-04-10 00:00:00,INV-5949,Ibuprofen 400mg,Syrup,B-19,2025-01-15,704,56.47,39754.88,Medico Supplies,Ahmedabad,Branch A,Neha,Paid
2025-05-07 00:00:00,INV-6118,Paracetamol 500mg,Capsule,B-48,2025-06-13,910,71.97,65492.7,ABC Pharma,Ahmedabad,Branch A,Amit,
2025-09-28 00:00:00,INV-5905,Cough Syrup,Tablet,B-7,2025-02-19,800,80.04,64032.00000000001,HealthPlus,Vadodara,Branch B,Priya,
2025-03-16 00:00:00,INV-4479,Cough Syrup,Capsule,B-4,2025-09-21,625,28.1,17562.5,ABC Pharma,Vadodara,Branch A,Amit,Paid
2025-10-03 00:00:00,INV-7310,Cough Syrup,Tablet,B-30,2025-12-09,278,98.89,27491.420000000002,Medico Supplies,Ahmedabad,Branch A,Neha,Paid
2025-02-05 00:00:00,INV-6592,Ibuprofen 400mg,Syrup,B-7,2025-05-16,434,14.18,6154.12,Care Distributors,Vadodara,Branch A,Priya,Paid
2025-07-23 00:00:00,INV-8343,Azithromycin 250mg,Capsule,B-31,2025-07-04,117,24.09,2818.53,ABC Pharma,Vadodara,Branch B,Priya,Pending
2025-09-26 00:00:00,INV-6789,Ibuprofen 400mg,Capsule,B-39,2025-12-19,281,26.37,7409.97,Care Distributors,Ahmedabad,Branch B,Priya,
2025-08-27 00:00:00,INV-8613,Vitamin D Capsules,Tablet,B-13,2025-06-18,398,3.6,1432.8,Medico Supplies,Ahmedabad,Branch A,Neha,Pending
2025-09-10 00:00:00,INV-8497,Paracetamol 500mg,Capsule,B-8,2025-03-08,835,41.02,34251.700000000004,Care Distributors,Vadodara,Branch B,Amit,Paid
2025-09-18 00:00:00,INV-8162,Cough Syrup,Tablet,B-4,2025-12-26,377,58.41,22020.57,Care Distributors,Ahmedabad,Branch A,Raj,Partial
2025-08-23 00:00:00,INV-4558,Ibuprofen 400mg,Syrup,B-48,2025-11-20,250,74.63,18657.5,HealthPlus,Vadodara,Branch B,Amit,Paid
2025-11-24 00:00:00,INV-6020,Azithromycin 250mg,Syrup,B-37,2025-03-11,450,52.24,,HealthPlus,Vadodara,Branch A,Raj,Pending
2025-11-10 00:00:00,INV-5561,Cough Syrup,Capsule,B-23,2025-07-07,62,87.89,5449.18,Medico Supplies,Ahmedabad,Branch A,Neha,Pending
2025-12-18 00:00:00,INV-3982,Vitamin D Capsules,Capsule,B-39,2025-01-28,234,28.49,6666.66,Medico Supplies,Ahmedabad,Branch A,Amit,Partial
2025-08-30 00:00:00,INV-5931,Azithromycin 250mg,Tablet,B-22,2025-03-26,986,47.71,47042.06,HealthPlus,Vadodara,Branch A,Priya,Pending
2025-11-01 00:00:00,INV-7026,Cough Syrup,Syrup,B-34,2025-12-19,528,61.48,32461.44,Care Distributors,Vadodara,Branch A,Neha,Paid
2025-12-22 00:00:00,INV-5793,Vitamin D Capsules,Capsule,B-15,2025-12-02,533,14.85,7915.05,Care Distributors,Ahmedabad,Branch A,Neha,Paid
2025-11-29 00:00:00,INV-6087,Cough Syrup,Syrup,B-39,2025-12-30,39,54.44,2123.16,Medico Supplies,Vadodara,Branch A,Amit,Pending
2025-12-14 00:00:00,INV-3667,ibuprofen 400mg,Tablet,B-34,2025-02-11,548,16.0,8768.0,Care Distributors,Ahmedabad,Branch B,Amit,
2025-05-05 00:00:00,INV-8114,Paracetamol 500mg,Tablet,B-49,2025-02-17,481,48.39,23275.59,Care Distributors,Vadodara,Branch A,Amit,Partial
2025-01-02 00:00:00,INV-8989,Paracetamol 500mg,Tablet,B-46,2025-05-01,791,52.81,41772.71,Medico Supplies,Vadodara,Branch B,Priya,Partial
2025-07-03 00:00:00,INV-2100,Cough Syrup,Tablet,B-8,2025-09-23,691,54.74,37825.340000000004,Medico Supplies,Ahmedabad,Branch A,Amit,Paid
2025-07-29 00:00:00,INV-5763,Azithromycin 250mg,Tablet,B-17,2025-04-04,339,52.75,17882.25,ABC Pharma,Ahmedabad,Branch A,Priya,
2025-01-06 00:00:00,INV-1351,Paracetamol 500mg,Syrup,B-2,2025-02-24,499,8.28,4131.719999999999,Care Distributors,Ahmedabad,Branch A,Raj,
2025-07-23 00:00:00,INV-2253,Ibuprofen 400mg,Tablet,B-22,2025-02-02,286,41.77,11946.220000000001,ABC Pharma,Ahmedabad,Branch B,Amit,
2025-01-02 00:00:00,INV-5756,Vitamin D Capsules,Syrup,B-48,2025-04-19,666,9.62,6406.919999999999,Care Distributors,Vadodara,Branch A,Amit,Pending
2025-03-21 00:00:00,INV-6948,Cough Syrup,Capsule,B-16,2025-03-06,619,69.3,42896.7,HealthPlus,Vadodara,Branch B,Neha,Paid
2025-08-29 00:00:00,INV-4252,Azithromycin 250mg,Capsule,B-21,2025-08-13,317,28.97,9183.49,Care Distributors,Vadodara,Branch A,Priya,Pending
2025-03-06 00:00:00,INV-1219,Azithromycin 250mg,Capsule,B-34,2025-12-31,675,56.82,38353.5,Care Distributors,Ahmedabad,Branch A,Neha,Paid
2025-12-10 00:00:00,INV-7943,Azithromycin 250mg,Syrup,B-15,2025-01-02,98,38.37,3760.2599999999998,Medico Supplies,Vadodara,Branch B,Priya,Partial
2025-04-24 00:00:00,INV-1528,Cough Syrup,Syrup,B-42,2025-08-30,978,85.07,83198.45999999999,ABC Pharma,Ahmedabad,Branch B,Neha,Partial
2025-11-26 00:00:00,INV-6789,Vitamin D Capsules,Syrup,B-15,2025-06-19,199,11.21,2230.79,HealthPlus,Ahmedabad,Branch A,Amit,
2025-02-27 00:00:00,INV-8827,Cough Syrup,Capsule,B-9,2025-05-05,876,35.61,31194.36,HealthPlus,Vadodara,Branch B,Amit,
2025-10-21 00:00:00,INV-3284,Paracetamol 500mg,Tablet,B-7,2025-09-05,271,54.95,14891.45,HealthPlus,Vadodara,Branch A,Raj,Paid
2025-09-27 00:00:00,INV-6255,Ibuprofen 400mg,Syrup,B-21,2025-08-14,12,94.89,1138.68,Medico Supplies,Vadodara,Branch B,Raj,Pending
2025-06-27 00:00:00,INV-9029,Cough Syrup,Capsule,B-21,2025-04-26,442,27.94,12349.480000000001,ABC Pharma,Ahmedabad,Branch B,Amit,Partial
2025-02-22 00:00:00,INV-9302,Azithromycin 250mg,Tablet,B-26,2025-12-30,-511,71.47,,Medico Supplies,Ahmedabad,Branch B,Priya,Paid
2025-02-12 00:00:00,INV-3614,Cough Syrup,Tablet,B-46,2025-03-13,698,98.29,68606.42,Medico Supplies,Vadodara,Branch A,Raj,
2025-04-05 00:00:00,INV-1134,Azithromycin 250mg,Syrup,B-5,2025-08-18,770,23.64,18202.8,Medico Supplies,Vadodara,Branch A,Raj,Partial
2025-12-31 00:00:00,INV-1518,Cough Syrup,Syrup,B-6,2025-12-20,77,39.45,3037.65,Care Distributors,Ahmedabad,Branch A,Raj,
2025-07-20 00:00:00,INV-5451,Cough Syrup,Capsule,B-7,2025-01-15,327,11.72,3832.44,Medico Supplies,Ahmedabad,Branch A,Priya,Paid
2025-06-28 00:00:00,INV-9797,Paracetamol 500mg,Tablet,B-43,2025-01-22,427,9.71,4146.17,Medico Supplies,Ahmedabad,Branch A,Neha,Paid
2025-05-01 00:00:00,INV-1942,Cough Syrup,Syrup,B-28,2025-03-28,208,92.19,19175.52,ABC Pharma,Ahmedabad,Branch A,Neha,Pending
,INV-1348,Paracetamol 500mg,Tablet,B-3,2025-04-01,822,21.39,17582.58,Care Distributors,Vadodara,Branch B,Amit,Partial
2025-10-02 00:00:00,INV-5750,Vitamin D Capsules,Tablet,B-47,2025-02-16,27,10.51,283.77,ABC Pharma,Vadodara,Branch A,Neha,
2025-09-04 00:00:00,INV-3471,Azithromycin 250mg,Syrup,B-16,2025-10-23,270,75.95,20506.5,HealthPlus,Ahmedabad,Branch A,Amit,Pending
2025-12-30 00:00:00,INV-1231,Azithromycin 250mg,Capsule,B-44,2025-05-06,24,67.65,1623.6000000000001,ABC Pharma,Ahmedabad,Branch A,Amit,Pending
2025-07-18 00:00:00,INV-9218,Paracetamol 500mg,Tablet,B-7,2025-04-04,19,44.48,845.1199999999999,HealthPlus,Ahmedabad,Branch B,Priya,Pending
2025-01-08 00:00:00,INV-8023,Azithromycin 250mg,Tablet,B-10,2025-04-04,110,75.26,8278.6,HealthPlus,Vadodara,Branch A,Priya,
2025-09-12 00:00:00,INV-4874,Ibuprofen 400mg,Capsule,B-37,2025-03-01,238,91.81,21850.78,Medico Supplies,Ahmedabad,Branch A,Neha,Paid
2025-05-07 00:00:00,INV-9755,Vitamin D Capsules,Syrup,B-16,2025-11-14,883,81.95,72361.85,Care Distributors,Ahmedabad,Branch A,Amit,Partial
2025-11-14 00:00:00,INV-7288,Vitamin D Capsules,Capsule,B-2,2025-08-28,467,99.21,46331.07,Care Distributors,Vadodara,Branch A,Raj,Partial
2025-12-15 00:00:00,INV-8625,Azithromycin 250mg,Capsule,B-12,2025-05-31,493,52.46,25862.78,HealthPlus,Vadodara,Branch B,Raj,Partial
2025-03-25 00:00:00,INV-5397,Azithromycin 250mg,Tablet,B-8,2025-10-04,299,63.94,19118.059999999998,HealthPlus,Vadodara,Branch B,Amit,Paid
2025-10-06 00:00:00,INV-7828,Azithromycin 250mg,Tablet,B-37,2025-12-28,567,69.67,39502.89,Medico Supplies,Ahmedabad,Branch A,Neha,Pending
2025-10-05 00:00:00,INV-5086,Ibuprofen 400mg,Tablet,B-42,2025-09-15,48,70.92,3404.16,Medico Supplies,Ahmedabad,Branch A,Raj,Pending
2025-07-14 00:00:00,INV-7578,Cough Syrup,Capsule,B-49,2025-05-17,277,37.21,10307.17,Medico Supplies,Ahmedabad,Branch A,Raj,Pending
2025-07-14 00:00:00,INV-1386,Vitamin D Capsules,Capsule,B-11,2025-12-03,161,61.3,9869.3,HealthPlus,Ahmedabad,Branch A,Neha,
2025-01-06 00:00:00,INV-3684,Paracetamol 500mg,Capsule,B-1,2025-08-11,215,54.44,11704.6,ABC Pharma,Ahmedabad,Branch A,Priya,Partial
2025-03-04 00:00:00,INV-2969,Paracetamol 500mg,Syrup,B-7,2025-10-17,76,10.05,763.8000000000001,Medico Supplies,Vadodara,Branch A,Amit,Paid
2025-02-02 00:00:00,INV-1175,Ibuprofen 400mg,Capsule,B-9,2025-11-15,778,69.4,53993.200000000004,ABC Pharma,Vadodara,Branch A,Neha,Paid
2025-07-16 00:00:00,INV-1065,Cough Syrup,Tablet,B-11,2025-04-12,651,10.08,,HealthPlus,Ahmedabad,Branch A,Amit,
2025-01-26 00:00:00,INV-9540,Paracetamol 500mg,Syrup,B-8,2025-03-13,969,2.92,2829.48,HealthPlus,Vadodara,Branch A,Priya,
2025-07-10 00:00:00,INV-9980,Paracetamol 500mg,Syrup,B-12,2025-09-19,155,42.9,6649.5,ABC Pharma,Vadodara,Branch A,Amit,Pending
2025-09-03 00:00:00,INV-3772,Ibuprofen 400mg,Tablet,B-15,2025-07-01,519,75.14,38997.66,ABC Pharma,Ahmedabad,Branch B,Amit,Paid
2025-07-08 00:00:00,INV-9417,Azithromycin 250mg,Tablet,B-22,2025-02-09,497,63.84,31728.480000000003,Care Distributors,Vadodara,Branch B,Raj,Partial
2025-10-17 00:00:00,INV-4209,Cough Syrup,Tablet,B-36,2025-07-11,155,95.53,14807.15,Care Distributors,Ahmedabad,Branch A,Raj,Pending
2025-09-16 00:00:00,INV-6413,Ibuprofen 400mg,Tablet,B-48,2025-11-04,322,44.64,14374.08,Medico Supplies,Ahmedabad,Branch B,Raj,Pending
2025-10-13 00:00:00,INV-3499,Ibuprofen 400mg,Syrup,B-6,2025-01-01,488,98.19,47916.72,Medico Supplies,Ahmedabad,Branch B,Priya,Paid
2025-06-07 00:00:00,INV-7208,Ibuprofen 400mg,Tablet,B-10,2025-07-25,493,19.68,9702.24,Care Distributors,Vadodara,Branch B,Neha,
2025-05-31 00:00:00,INV-8831,Cough Syrup,Capsule,B-43,2025-12-06,453,55.14,24978.420000000002,ABC Pharma,Ahmedabad,Branch B,Raj,
2025-12-24 00:00:00,INV-5985,Paracetamol 500mg,Capsule,B-50,2025-08-24,607,87.46,53088.219999999994,Care Distributors,Vadodara,Branch B,Neha,
2025-10-20 00:00:00,INV-8341,Paracetamol 500mg,Capsule,B-8,2025-08-13,580,88.98,51608.4,Care Distributors,Vadodara,Branch A,Amit,Paid
2025-03-10 00:00:00,INV-6380,Vitamin D Capsules,Syrup,B-9,2025-12-08,582,12.03,7001.46,HealthPlus,Ahmedabad,Branch B,Amit,
2025-08-26 00:00:00,INV-8627,Cough Syrup,Syrup,B-48,2025-01-30,243,53.87,13090.41,HealthPlus,Vadodara,Branch A,Neha,Paid
2025-05-01 00:00:00,INV-4595,Ibuprofen 400mg,Syrup,B-30,2025-09-03,822,40.71,33463.62,Medico Supplies,Vadodara,Branch B,Neha,
2025-06-29 00:00:00,INV-1250,Paracetamol 500mg,Capsule,B-36,2025-03-17,469,78.11,,Care Distributors,Ahmedabad,Branch B,Neha,Partial
2025-05-17 00:00:00,INV-3635,Ibuprofen 400mg,Tablet,B-50,2025-09-18,693,4.0,2772.0,Care Distributors,Ahmedabad,Branch B,Priya,Paid
2025-03-07 00:00:00,INV-7253,ibuprofen 400mg,Syrup,B-31,2025-07-12,772,91.7,70792.40000000001,Care Distributors,Vadodara,Branch B,Neha,Pending
2025-09-09 00:00:00,INV-2575,Azithromycin 250mg,Syrup,B-32,2025-04-25,7,20.52,143.64,Medico Supplies,Ahmedabad,Branch B,Priya,Partial
2025-11-17 00:00:00,INV-3196,Cough Syrup,Capsule,B-47,2025-10-25,89,69.39,6175.71,Medico Supplies,Ahmedabad,Branch A,Neha,
2025-10-02 00:00:00,INV-7165,Paracetamol 500mg,Tablet,B-6,2025-05-05,364,33.3,12121.199999999999,ABC Pharma,Ahmedabad,Branch B,Amit,Partial
2025-12-30 00:00:00,INV-1936,Vitamin D Capsules,Syrup,B-36,2025-09-10,621,46.76,29037.96,Care Distributors,Ahmedabad,Branch B,Raj,Partial
2025-10-18 00:00:00,INV-9967,Azithromycin 250mg,Syrup,B-31,2025-08-17,619,76.23,,ABC Pharma,Ahmedabad,Branch B,Amit,
2025-12-28 00:00:00,INV-1140,Cough Syrup,Syrup,B-17,2025-12-06,189,79.47,15019.83,HealthPlus,Vadodara,Branch B,Raj,Partial
2025-07-12 00:00:00,INV-2574,Vitamin D Capsules,Capsule,B-24,2025-09-22,687,26.11,17937.57,HealthPlus,Ahmedabad,Branch A,Raj,Partial
2025-11-01 00:00:00,INV-6279,Cough Syrup,Syrup,B-45,2025-08-03,885,96.18,85119.3,ABC Pharma,Ahmedabad,Branch A,Neha,
2025-10-25 00:00:00,INV-3162,Azithromycin 250mg,Tablet,B-6,2025-09-20,452,40.04,18098.079999999998,ABC Pharma,Vadodara,Branch A,Priya,
2025-01-04 00:00:00,INV-9445,Ibuprofen 400mg,Syrup,B-33,2025-03-24,618,26.8,16562.4,Medico Supplies,Vadodara,Branch B,Priya,
2025-04-04 00:00:00,INV-4399,Azithromycin 250mg,Syrup,B-23,2025-08-12,162,34.06,5517.72,Medico Supplies,Ahmedabad,Branch A,Neha,Paid
2025-02-06 00:00:00,INV-3235,Ibuprofen 400mg,Syrup,B-29,2025-12-14,335,12.83,4298.05,HealthPlus,Ahmedabad,Branch B,Amit,Paid
2025-01-13 00:00:00,INV-1641,Cough Syrup,Tablet,B-27,2025-11-08,817,53.01,43309.17,ABC Pharma,Vadodara,Branch B,Priya,Pending
2025-04-16 00:00:00,INV-1419,Azithromycin 250mg,Tablet,B-18,2026-01-01,324,93.17,30187.08,HealthPlus,Ahmedabad,Branch B,Priya,Pending
2025-11-24 00:00:00,INV-2101,Paracetamol 500mg,Tablet,B-37,2025-12-03,217,7.38,1601.46,ABC Pharma,Vadodara,Branch A,Raj,
2025-10-23 00:00:00,INV-7130,Paracetamol 500mg,Tablet,B-7,2025-07-14,391,61.87,24191.17,ABC Pharma,Ahmedabad,Branch A,Neha,Partial
2025-06-16 00:00:00,INV-8195,Cough Syrup,Capsule,B-22,2025-06-04,699,79.53,55591.47,HealthPlus,Ahmedabad,Branch A,Neha,Paid
2025-06-26 00:00:00,INV-5265,Ibuprofen 400mg,Syrup,B-14,2025-04-28,427,7.38,3151.2599999999998,HealthPlus,Vadodara,Branch A,Priya,
2025-03-16 00:00:00,INV-4416,Vitamin D Capsules,Capsule,B-29,2025-11-20,274,64.01,17538.74,HealthPlus,Ahmedabad,Branch B,Raj,Paid
2025-10-02 00:00:00,INV-8600,Paracetamol 500mg,Tablet,B-25,2025-04-13,20,58.94,1178.8,Care Distributors,Ahmedabad,Branch B,Raj,Paid
2025-03-26 00:00:00,INV-7011,Ibuprofen 400mg,Capsule,B-36,2025-11-05,466,51.29,23901.14,HealthPlus,Ahmedabad,Branch A,Priya,Partial
2025-10-24 00:00:00,INV-6214,Ibuprofen 400mg,Syrup,B-29,2025-12-13,752,36.86,27718.72,ABC Pharma,Ahmedabad,Branch B,Raj,Partial
2025-02-26 00:00:00,INV-7628,Azithromycin 250mg,Capsule,B-14,2025-03-10,55,99.08,5449.4,Care Distributors,Vadodara,Branch A,Priya,Paid
2025-12-26 00:00:00,INV-2148,Vitamin D Capsules,Tablet,B-10,2025-07-27,268,60.97,16339.96,HealthPlus,Vadodara,Branch A,Priya,
2025-02-11 00:00:00,INV-1777,Ibuprofen 400mg,Capsule,B-16,2025-12-11,916,30.91,28313.56,ABC Pharma,Ahmedabad,Branch B,Raj,Paid
2025-08-29 00:00:00,INV-8706,Cough Syrup,Tablet,B-21,2025-08-09,310,43.12,13367.199999999999,Care Distributors,Vadodara,Branch A,Priya,Paid
,INV-9910,Ibuprofen 400mg,Capsule,B-25,2025-05-02,847,29.44,24935.68,Care Distributors,Ahmedabad,Branch B,Neha,Partial
2025-02-15 00:00:00,INV-6288,Paracetamol 500mg,Tablet,B-14,2025-07-13,932,32.22,30029.039999999997,Medico Supplies,Ahmedabad,Branch A,Neha,Paid
2025-02-12 00:00:00,INV-7262,Azithromycin 250mg,Syrup,B-26,2025-09-23,460,79.59,36611.4,ABC Pharma,Ahmedabad,Branch A,Amit,Partial
2025-04-19 00:00:00,INV-8005,Vitamin D Capsules,Capsule,B-14,2025-11-24,601,99.84,60003.840000000004,HealthPlus,Vadodara,Branch B,Neha,
2025-04-13 00:00:00,INV-3821,Paracetamol 500mg,Syrup,B-16,2025-04-12,745,76.95,57327.75,Care Distributors,Vadodara,Branch B,Amit,Pending
2025-09-12 00:00:00,INV-4620,Ibuprofen 400mg,Syrup,B-31,2025-05-01,343,6.96,2387.28,HealthPlus,Vadodara,Branch B,Neha,Partial
2025-09-28 00:00:00,INV-1184,Ibuprofen 400mg,Capsule,B-9,2025-07-08,982,35.04,34409.28,Care Distributors,Ahmedabad,Branch A,Amit,Pending
2025-09-07 00:00:00,INV-4231,Azithromycin 250mg,Tablet,B-9,2025-12-27,705,45.8,32288.999999999996,Care Distributors,Vadodara,Branch B,Raj,
2025-07-06 00:00:00,INV-2315,Paracetamol 500mg,Capsule,B-24,2025-07-05,89,98.72,8786.08,Care Distributors,Vadodara,Branch B,Neha,
2025-09-07 00:00:00,INV-7716,Vitamin D Capsules,Syrup,B-18,2025-04-08,675,86.96,58697.99999999999,HealthPlus,Ahmedabad,Branch A,Neha,Partial
2025-03-07 00:00:00,INV-3669,Vitamin D Capsules,Syrup,B-50,2025-10-28,849,11.14,9457.86,Care Distributors,Vadodara,Branch B,Amit,Partial
2025-02-16 00:00:00,INV-1977,Paracetamol 500mg,Syrup,B-39,2025-09-14,670,92.03,61660.1,ABC Pharma,Ahmedabad,Branch B,Neha,
2025-07-16 00:00:00,INV-8690,Azithromycin 250mg,Capsule,B-20,2025-07-02,525,90.37,47444.25,Care Distributors,Vadodara,Branch A,Priya,Partial
2025-12-06 00:00:00,INV-3173,Ibuprofen 400mg,Tablet,B-42,2025-10-27,665,71.91,47820.149999999994,ABC Pharma,Vadodara,Branch B,Amit,Pending
2025-02-14 00:00:00,INV-5927,Ibuprofen 400mg,Syrup,B-21,2025-07-23,998,52.07,51965.86,ABC Pharma,Vadodara,Branch B,Priya,Partial
2025-08-01 00:00:00,INV-4783,Paracetamol 500mg,Capsule,B-38,2025-05-08,545,58.18,31708.1,ABC Pharma,Vadodara,Branch B,Priya,
2025-03-15 00:00:00,INV-3679,Paracetamol 500mg,Syrup,B-26,2025-05-02,774,17.76,13746.240000000002,Care Distributors,Vadodara,Branch A,Neha,
2025-06-01 00:00:00,INV-3203,Ibuprofen 400mg,Tablet,B-6,2025-06-12,748,57.14,42740.72,Care Distributors,Ahmedabad,Branch B,Raj,
2025-09-21 00:00:00,INV-1673,Cough Syrup,Capsule,B-46,2025-04-09,695,51.49,35785.55,HealthPlus,Vadodara,Branch A,Priya,Paid
2025-11-16 00:00:00,INV-3857,Azithromycin 250mg,Capsule,B-12,2025-02-08,465,77.97,36256.05,Medico Supplies,Vadodara,Branch B,Amit,Pending
2025-10-10 00:00:00,INV-3877,Paracetamol 500mg,Syrup,B-28,2025-08-23,318,99.15,31529.7,ABC Pharma,Vadodara,Branch A,Priya,
2025-04-14 00:00:00,INV-4459,Paracetamol 500mg,Capsule,B-23,2025-05-21,392,97.4,38180.8,Medico Supplies,Vadodara,Branch B,Amit,Pending
2026-01-01 00:00:00,INV-4813,Ibuprofen 400mg,Tablet,B-39,2025-04-02,38,50.02,1900.7600000000002,Care Distributors,Ahmedabad,Branch A,Neha,Paid
2025-06-17 00:00:00,INV-6655,Vitamin D Capsules,Tablet,B-44,2025-07-23,838,9.67,8103.46,HealthPlus,Ahmedabad,Branch B,Priya,
2025-05-22 00:00:00,INV-3340,Ibuprofen 400mg,Capsule,B-32,2025-11-26,857,91.05,78029.84999999999,Medico Supplies,Vadodara,Branch B,Amit,Partial
2026-01-01 00:00:00,INV-9636,Azithromycin 250mg,Tablet,B-15,2025-10-09,457,50.07,22881.99,HealthPlus,Ahmedabad,Branch A,Raj,Partial
2025-09-08 00:00:00,INV-1954,Cough Syrup,Capsule,B-42,2025-06-06,909,22.39,20352.510000000002,HealthPlus,Vadodara,Branch B,Priya,
2025-08-07 00:00:00,INV-1927,azithromycin 250mg,Tablet,B-9,2025-07-31,625,83.13,51956.25,HealthPlus,Ahmedabad,Branch A,Amit,Pending
2025-06-09 00:00:00,INV-4308,Paracetamol 500mg,Syrup,B-8,2025-05-06,117,60.84,7118.280000000001,Medico Supplies,Vadodara,Branch A,Neha,
2025-07-12 00:00:00,INV-3367,Vitamin D Capsules,Capsule,B-12,2025-10-18,239,85.73,20489.47,HealthPlus,Vadodara,Branch A,Priya,Paid
2025-06-23 00:00:00,INV-6724,Cough Syrup,Syrup,B-41,2025-04-24,824,7.95,6550.8,HealthPlus,Vadodara,Branch B,Neha,Pending
2025-01-25 00:00:00,INV-8077,Azithromycin 250mg,Syrup,B-44,2025-01-01,832,74.66,62117.119999999995,Medico Supplies,Ahmedabad,Branch A,Neha,Partial
2025-07-04 00:00:00,INV-2607,Azithromycin 250mg,Syrup,B-36,2025-02-17,183,5.67,1037.61,Care Distributors,Vadodara,Branch A,Priya,Paid
2025-07-21 00:00:00,INV-2744,Ibuprofen 400mg,Syrup,B-30,2025-04-03,352,31.4,11052.8,ABC Pharma,Vadodara,Branch A,Priya,Pending
2025-09-21 00:00:00,INV-1698,Cough Syrup,Syrup,B-45,2025-02-27,443,13.56,6007.08,Medico Supplies,Ahmedabad,Branch B,Raj,Paid
2025-04-23 00:00:00,INV-9300,Ibuprofen 400mg,Tablet,B-19,2025-05-16,978,92.31,90279.18000000001,ABC Pharma,Ahmedabad,Branch A,Raj,
2025-01-10 00:00:00,INV-5937,Paracetamol 500mg,Syrup,B-24,2025-02-22,287,35.56,10205.720000000001,ABC Pharma,Ahmedabad,Branch A,Priya,Pending
2025-10-21 00:00:00,INV-6392,Cough Syrup,Syrup,B-37,2025-06-24,173,38.61,6679.53,Medico Supplies,Vadodara,Branch B,Neha,Partial
2025-08-01 00:00:00,INV-9471,Paracetamol 500mg,Syrup,B-39,2025-01-17,681,66.2,,Care Distributors,Ahmedabad,Branch A,Raj,Paid
,INV-1965,Cough Syrup,Syrup,B-10,2025-04-30,888,18.6,16516.800000000003,ABC Pharma,Vadodara,Branch A,Raj,Paid
2025-07-11 00:00:00,INV-4630,Azithromycin 250mg,Syrup,B-1,2025-02-13,405,77.65,31448.250000000004,Medico Supplies,Vadodara,Branch B,Amit,
2025-06-12 00:00:00,INV-1113,Azithromycin 250mg,Capsule,B-9,2025-03-06,124,95.93,11895.320000000002,Care Distributors,Vadodara,Branch B,Amit,Partial
2025-07-16 00:00:00,INV-7327,Azithromycin 250mg,Tablet,B-17,2025-11-12,261,47.34,12355.740000000002,HealthPlus,Ahmedabad,Branch B,Raj,
2025-03-12 00:00:00,INV-7525,Vitamin D Capsules,Capsule,B-6,2025-08-06,154,5.85,900.9,Care Distributors,Ahmedabad,Branch B,Priya,
2025-01-13 00:00:00,INV-8415,Paracetamol 500mg,Capsule,B-2,2025-05-03,101,98.34,9932.34,HealthPlus,Vadodara,Branch B,Priya,
2025-09-02 00:00:00,INV-3350,Ibuprofen 400mg,Syrup,B-24,2025-10-13,299,92.84,27759.16,Care Distributors,Vadodara,Branch B,Amit,Partial
2025-09-25 00:00:00,INV-3285,Cough Syrup,Tablet,B-28,2025-03-16,334,73.64,24595.76,HealthPlus,Vadodara,Branch A,Neha,Pending
2025-01-09 00:00:00,INV-4593,Azithromycin 250mg,Capsule,B-20,2025-09-08,924,76.94,71092.56,Care Distributors,Vadodara,Branch A,Priya,
2025-10-16 00:00:00,INV-4441,Cough Syrup,Capsule,B-43,2025-06-23,341,45.24,15426.84,ABC Pharma,Ahmedabad,Branch B,Raj,Partial
